Conversacion,Perplexity
"Usuario: Me gustan las pelis de acción
Enrique: Otra gran opción sería esta:
""Novocaine"" (2025)
Género: Acción, Comedia, Suspense
Cuando la chica de sus sueños es secuestrada, Nate, un chico corriente...",5.9
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Empiezo por una que suele gustar mucho:
""Van Gogh by Vincent"" (2025)
Género: Documental
nan",3.95
"Usuario: ¿Tienes otra de acción?
Enrique: Otra gran opción sería esta:
""Novocaine"" (2025)
Género: Acción, Comedia, Suspense
Cuando la chica de sus sueños es secuestrada, Nate, un chico corriente, conv...",5.81
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""Van Gogh by Vincent"" (2025)
Género: Documental
nan",5.07
"Usuario: Me gustan las pelis de acción
Enrique: Otra gran opción sería esta:
""Novocaine"" (2025)
Género: Acción, Comedia, Suspense
Cuando la chica de sus sueños es secuestrada, Nate, un chico corriente...",5.9
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""Alba del desierto"" (2025)
Género: Acción, Crimen, Misterio, Suspense
Un sheriff recién nombrado de un pequeño p...",4.51
"Usuario: ¿Tienes otra de romance?
Enrique: Esta otra podría interesarte:
""Culpa mía"" (2023)
Género: Romance, Drama
Noah debe dejar su ciudad, novio y amigos para mudarse a la mansión de William Leiste...",6.63
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""Alba del desierto"" (2025)
Género: Acción, Crimen, Misterio, Suspense
Un sheriff recién nombrado de un pequeño puebl...",4.97
"Usuario: ¿Tienes otra de romance?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Culpa mía"" (2023)
Género: Romance, Drama
Noah debe dejar su ciudad, novio y amigos para mudarse a la ma...",6.05
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Alba del desierto"" (2025)
Género: Acción, Crimen, Misterio, Suspense
Un sheriff recién nombrado de un pe...",4.46
"Usuario: ¿Tienes otra de romance?
Enrique: Otra gran opción sería esta:
""Culpa mía"" (2023)
Género: Romance, Drama
Noah debe dejar su ciudad, novio y amigos para mudarse a la mansión de William Leister...",6.64
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""xXx"" (2002)
Género: Acción, Aventura, Suspense, Crimen
Xander Cage es XXX, un antiguo ganador de X-Games...",6.42
"Usuario: ¿Tienes otra de romance?
Enrique: Otra gran opción sería esta:
""Pídeme lo que quieras"" (2024)
Género: Romance, Drama
Judith Flores es una chica normal. Tiene un trabajo que le apasiona, muy b...",4.49
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""xXx"" (2002)
Género: Acción, Aventura, Suspense, Crimen
Xander Cage es XXX, un antiguo ganador de X-Games y atle...",6.61
"Usuario: ¿Tienes otra de romance?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Pídeme lo que quieras"" (2024)
Género: Romance, Drama
Judith Flores es una chica normal. Tiene un trabaj...",4.15
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Aquí tienes una buena para empezar:
""xXx"" (2002)
Género: Acción, Aventura, Suspense, Crimen
Xander Cage es XXX, un antiguo ganador de ...",6.4
"Usuario: ¿Tienes otra de romance?
Enrique: Otra gran opción sería esta:
""Pídeme lo que quieras"" (2024)
Género: Romance, Drama
Judith Flores es una chica normal. Tiene un trabajo que le apasiona, muy b...",4.49
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""El abismo secreto"" (2025)
Género: Romance, Ciencia ficción, Suspense
Mandan a dos oper...",5.27
"Usuario: ¿Tienes otra de terror?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Destino final 2"" (2003)
Género: Terror, Misterio
Kimberly Corman se va de vacaciones con sus amigos Dano...",6.17
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""El abismo secreto"" (2025)
Género: Romance, Ciencia ficción, Suspense
Mandan a dos operativos de élite a vigilar lados o...",6.52
"Usuario: Busco algo de terror
Enrique: Otra gran opción sería esta:
""Destino final 2"" (2003)
Género: Terror, Misterio
Kimberly Corman se va de vacaciones con sus amigos Dano , Shaina  y Frankie hacia ...",6.55
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""El abismo secreto"" (2025)
Género: Romance, Ciencia ficción, Suspense
Mandan a dos operativos de élite a vigilar...",6.39
"Usuario: ¿Tienes otra de terror?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Destino final 2"" (2003)
Género: Terror, Misterio
Kimberly Corman se va de vacaciones con sus amigos Dano...",6.17
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Palmer"" (2021)
Género: Drama
Tras 12 años en prisión, el exjugador de fútbol Palmer vuelve a casa para r...",5.8
"Usuario: Me gustan las pelis de acción
Enrique: Otra gran opción sería esta:
""Amenaza en el aire"" (2025)
Género: Acción, Suspense
En este claustrofóbico thriller, un piloto (Mark Wahlberg) transporta ...",5.08
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Palmer"" (2021)
Género: Drama
Tras 12 años en prisión, el exjugador de fútbol Palmer vuelve a casa para r...",5.8
"Usuario: Me gustan las pelis de acción
Enrique: Otra gran opción sería esta:
""Amenaza en el aire"" (2025)
Género: Acción, Suspense
En este claustrofóbico thriller, un piloto (Mark Wahlberg) transporta ...",5.08
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""Palmer"" (2021)
Género: Drama
Tras 12 años en prisión, el exjugador de fútbol Palmer vuelve a casa para rehacer ...",6.09
"Usuario: Busco algo de acción
Enrique: Esta otra podría interesarte:
""Amenaza en el aire"" (2025)
Género: Acción, Suspense
En este claustrofóbico thriller, un piloto (Mark Wahlberg) transporta en su av...",5.28
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""G20"" (2025)
Género: Acción, Misterio, Drama
Cuando la cumbre del G20 sufre un ataque, la presidenta de EE. UU. ...",5.43
"Usuario: Me gustan las pelis de drama
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""새엄마의 욕망"" (2020)
Género: Drama, Romance
nan",3.58
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""G20"" (2025)
Género: Acción, Misterio, Drama
Cuando la cumbre del G20 sufre un ataque, la presidenta de EE. UU. Dani...",5.84
"Usuario: Busco algo de drama
Enrique: Otra gran opción sería esta:
""새엄마의 욕망"" (2020)
Género: Drama, Romance
nan",4.45
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""G20"" (2025)
Género: Acción, Misterio, Drama
Cuando la cumbre del G20 sufre un ataque, la presidenta de EE. UU. ...",5.43
"Usuario: ¿Tienes otra de drama?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""새엄마의 욕망"" (2020)
Género: Drama, Romance
nan",3.52
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Empiezo por una que suele gustar mucho:
""Mala influencia"" (2025)
Género: Suspense, Drama, Romance
Reese Russell disfruta de la vida pe...",5.6
"Usuario: Busco algo de documental
Enrique: Otra gran opción sería esta:
""Baila, Vini"" (2025)
Género: Documental
""Vini Jr."", un documental sobre la vida de Vinícius Júnior, uno de los delanteros más pr...",4.9
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Mala influencia"" (2025)
Género: Suspense, Drama, Romance
Reese Russell disfruta de la vida perfecta, per...",5.88
"Usuario: Me gustan las pelis de documental
Enrique: Esta otra podría interesarte:
""Baila, Vini"" (2025)
Género: Documental
""Vini Jr."", un documental sobre la vida de Vinícius Júnior, uno de los delante...",4.83
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Aquí tienes una buena para empezar:
""Mala influencia"" (2025)
Género: Suspense, Drama, Romance
Reese Russell disfruta de la vida perfec...",5.9
"Usuario: ¿Tienes otra de documental?
Enrique: Esta otra podría interesarte:
""Baila, Vini"" (2025)
Género: Documental
""Vini Jr."", un documental sobre la vida de Vinícius Júnior, uno de los delanteros má...",4.8
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""Day of Reckoning"" (2025)
Género: Western, Acción
nan",4.37
"Usuario: ¿Tienes otra de terror?
Enrique: Esta otra podría interesarte:
""Destino final 3"" (2006)
Género: Terror, Misterio
Una estudiante del instituto tiene una premonición sobre una tragedia en un pa...",5.46
"Usuario: Recomiéndame una peli
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Day of Reckoning"" (2025)
Género: Western, Acción
nan",3.99
"Usuario: ¿Tienes otra de terror?
Enrique: Esta otra podría interesarte:
""Destino final 3"" (2006)
Género: Terror, Misterio
Una estudiante del instituto tiene una premonición sobre una tragedia en un pa...",5.46
"Usuario: Recomiéndame una peli
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Day of Reckoning"" (2025)
Género: Western, Acción
nan",3.99
"Usuario: Me gustan las pelis de terror
Enrique: Otra gran opción sería esta:
""Destino final 3"" (2006)
Género: Terror, Misterio
Una estudiante del instituto tiene una premonición sobre una tragedia en ...",5.51
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""Venom: El último baile"" (2024)
Género: Acción, Ciencia ficción, Aventura
Eddie y Venom están a la fuga. Perseguidos por...",4.82
"Usuario: ¿Tienes otra de aventura?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Misión imposible"" (1996)
Género: Aventura, Acción, Suspense
Ethan Hunt es un superespía capaz de resol...",4.83
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Aquí tienes una buena para empezar:
""Venom: El último baile"" (2024)
Género: Acción, Ciencia ficción, Aventura
Eddie y Venom están a la...",4.63
"Usuario: Me gustan las pelis de aventura
Enrique: Otra gran opción sería esta:
""Misión imposible"" (1996)
Género: Aventura, Acción, Suspense
Ethan Hunt es un superespía capaz de resolver cualquier arri...",5.41
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Venom: El último baile"" (2024)
Género: Acción, Ciencia ficción, Aventura
Eddie y Venom están a la fuga. ...",4.66
"Usuario: Busco algo de aventura
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Misión imposible"" (1996)
Género: Aventura, Acción, Suspense
Ethan Hunt es un superespía capaz de resolver...",5.02
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""Destino final 4"" (2009)
Género: Terror, Misterio
Nick O’Bannon y unos amigos acuden a un circuito de carreras para ...",6.75
"Usuario: ¿Tienes otra de romance?
Enrique: Esta otra podría interesarte:
""Almas marcadas: Rule + Shaw"" (2025)
Género: Romance, Drama
nan",5.7
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""Destino final 4"" (2009)
Género: Terror, Misterio
Nick O’Bannon y unos amigos acuden a un circuito de carreras para ...",6.75
"Usuario: ¿Tienes otra de romance?
Enrique: Otra gran opción sería esta:
""Almas marcadas: Rule + Shaw"" (2025)
Género: Romance, Drama
nan",5.59
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""Destino final 4"" (2009)
Género: Terror, Misterio
Nick O’Bannon y unos amigos acuden a un circuito de carreras para presenci...",6.85
"Usuario: Me gustan las pelis de romance
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Almas marcadas: Rule + Shaw"" (2025)
Género: Romance, Drama
nan",4.6
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Aquí tienes una buena para empezar:
""Robot salvaje"" (2024)
Género: Animación, Ciencia ficción, Familia
Esta aventura épica cuenta la h...",4.97
"Usuario: Busco algo de acción
Enrique: Otra gran opción sería esta:
""El Asedio"" (2023)
Género: Acción, Suspense
El asesino internacional Walker se ve comprometido durante una misión y enviado a un cen...",8.12
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""Robot salvaje"" (2024)
Género: Animación, Ciencia ficción, Familia
Esta aventura épica cuenta la historia de una rob...",5.34
"Usuario: Busco algo de acción
Enrique: Esta otra podría interesarte:
""El Asedio"" (2023)
Género: Acción, Suspense
El asesino internacional Walker se ve comprometido durante una misión y enviado a un ce...",8.15
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Empiezo por una que suele gustar mucho:
""Robot salvaje"" (2024)
Género: Animación, Ciencia ficción, Familia
Esta aventura épica cuenta ...",4.72
"Usuario: Me gustan las pelis de acción
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""El Asedio"" (2023)
Género: Acción, Suspense
El asesino internacional Walker se ve comprometido dura...",7.07
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""Deadpool y Lobezno"" (2024)
Género: Acción, Comedia, Ciencia ficción
Un apático Wade Wilson se afana en la vida civil tras d...",6.17
"Usuario: ¿Tienes otra de acción?
Enrique: Esta otra podría interesarte:
""Devara: Parte 1"" (2024)
Género: Acción, Drama
Un intrépido hombre llamado Devara se aventura en el traicionero mundo del mar pa...",7.15
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Deadpool y Lobezno"" (2024)
Género: Acción, Comedia, Ciencia ficción
Un apático Wade Wi...",4.97
"Usuario: ¿Tienes otra de acción?
Enrique: Otra gran opción sería esta:
""Devara: Parte 1"" (2024)
Género: Acción, Drama
Un intrépido hombre llamado Devara se aventura en el traicionero mundo del mar par...",7.06
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Deadpool y Lobezno"" (2024)
Género: Acción, Comedia, Ciencia ficción
Un apático Wade Wilson se afana en l...",5.56
"Usuario: Me gustan las pelis de acción
Enrique: Otra gran opción sería esta:
""Devara: Parte 1"" (2024)
Género: Acción, Drama
Un intrépido hombre llamado Devara se aventura en el traicionero mundo del m...",7.12
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Aquí tienes una buena para empezar:
""La sustancia"" (2024)
Género: Terror, Ciencia ficción
'Tú, pero mejor en todos los sentidos'. Esa ...",4.25
"Usuario: Busco algo de suspense
Enrique: Esta otra podría interesarte:
""Cry of Silence"" (2024)
Género: Suspense, Drama, Acción
Profundamente enamorados, Frank y Maggie comienzan su nueva vida juntos, ...",5.5
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Aquí tienes una buena para empezar:
""La sustancia"" (2024)
Género: Terror, Ciencia ficción
'Tú, pero mejor en todos los sentidos'. Esa ...",4.25
"Usuario: ¿Tienes otra de suspense?
Enrique: Esta otra podría interesarte:
""Cry of Silence"" (2024)
Género: Suspense, Drama, Acción
Profundamente enamorados, Frank y Maggie comienzan su nueva vida junto...",5.07
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""La sustancia"" (2024)
Género: Terror, Ciencia ficción
'Tú, pero mejor en todos los sentidos'. Esa es la promesa de la sustan...",4.83
